age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,season
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,more than once,plus 6 months,less than 5,failure,spring
40,management,single,tertiary,no,1265,yes,no,unknown,7,may,once,never,never,unknown,spring
39,technician,single,secondary,no,-237,yes,no,cellular,14,may,more than once,never,never,unknown,spring
29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,more than once,never,never,unknown,spring
48,services,divorced,secondary,no,142,yes,no,cellular,18,may,more than once,never,never,unknown,spring
35,blue-collar,married,primary,no,422,yes,no,cellular,14,may,once,never,never,unknown,spring
36,entrepreneur,married,tertiary,no,125,yes,no,unknown,6,may,more than once,never,never,unknown,spring
27,services,single,secondary,no,302,no,no,cellular,8,jan,once,plus 6 months,less than 5,success,winter
34,admin.,married,tertiary,no,899,yes,no,cellular,9,apr,more than once,6 months,more than 5,failure,spring
54,blue-collar,single,unknown,no,1555,yes,no,telephone,30,jan,more than once,plus 6 months,less than 5,failure,winter
57,blue-collar,married,primary,no,12048,yes,no,cellular,15,apr,more than once,never,never,unknown,spring
42,admin.,single,primary,no,629,yes,no,unknown,29,may,more than once,never,never,unknown,spring
35,services,married,secondary,yes,-182,yes,no,cellular,8,may,more than once,never,never,unknown,spring
32,admin.,single,secondary,no,73,yes,no,unknown,28,may,once,never,never,unknown,spring
47,management,divorced,tertiary,no,107,no,no,unknown,15,may,once,never,never,unknown,spring
40,blue-collar,divorced,secondary,no,-426,no,yes,unknown,26,may,once,never,never,unknown,spring
34,blue-collar,married,primary,no,46,yes,yes,unknown,19,may,once,never,never,unknown,spring
54,technician,divorced,secondary,no,784,yes,yes,unknown,15,may,once,never,never,unknown,spring
44,technician,single,secondary,no,140,yes,no,cellular,8,may,more than once,plus 6 months,less than 5,failure,spring
32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,more than once,plus 6 months,less than 5,failure,winter
31,blue-collar,married,secondary,no,664,yes,yes,unknown,21,may,more than once,never,never,unknown,spring
32,admin.,single,secondary,no,1649,no,no,cellular,27,may,more than once,never,never,unknown,spring
32,technician,single,tertiary,no,192,yes,no,unknown,16,may,more than once,never,never,unknown,spring
42,blue-collar,married,primary,no,714,yes,no,unknown,21,may,more than once,never,never,unknown,spring
50,services,divorced,secondary,no,81,no,no,cellular,8,may,more than once,never,never,unknown,spring
40,technician,married,secondary,no,312,no,no,cellular,25,may,more than once,never,never,unknown,spring
31,services,married,secondary,no,37,yes,no,unknown,14,may,once,never,never,unknown,spring
54,management,divorced,tertiary,no,2037,no,no,cellular,2,feb,once,never,never,unknown,winter
27,services,single,secondary,no,0,no,no,cellular,6,feb,once,never,never,unknown,winter
36,management,married,tertiary,no,-1312,yes,yes,unknown,29,may,more than once,never,never,unknown,spring
37,technician,married,secondary,no,490,yes,no,unknown,30,may,once,never,never,unknown,spring
26,technician,single,tertiary,no,252,yes,no,cellular,29,jan,once,never,never,unknown,winter
53,unknown,divorced,tertiary,no,2272,yes,no,unknown,14,may,once,never,never,unknown,spring
41,blue-collar,married,primary,no,2007,yes,no,cellular,30,jan,once,never,never,unknown,winter
53,management,married,tertiary,no,490,yes,no,unknown,28,may,more than once,never,never,unknown,spring
47,technician,married,tertiary,no,192,yes,no,unknown,26,may,once,never,never,unknown,spring
34,technician,married,tertiary,no,823,no,no,cellular,3,feb,more than once,6 months,less than 5,other,winter
32,blue-collar,single,secondary,no,5252,yes,no,unknown,21,may,more than once,never,never,unknown,spring
32,entrepreneur,married,tertiary,no,1496,no,no,cellular,4,feb,once,never,never,unknown,winter
33,blue-collar,married,secondary,no,-349,yes,no,unknown,6,may,once,never,never,unknown,spring
30,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,more than once,never,never,unknown,spring
33,technician,single,tertiary,no,231,yes,no,unknown,27,may,more than once,never,never,unknown,spring
35,services,married,secondary,no,437,yes,no,unknown,26,may,once,never,never,unknown,spring
56,services,married,primary,no,219,yes,no,unknown,7,may,more than once,never,never,unknown,spring
53,technician,divorced,secondary,no,392,yes,no,unknown,28,may,once,never,never,unknown,spring
57,management,married,tertiary,no,2681,no,no,cellular,11,mar,more than once,never,never,unknown,spring
29,admin.,married,secondary,no,494,yes,no,unknown,26,may,more than once,never,never,unknown,spring
33,housemaid,single,secondary,no,191,no,no,cellular,9,feb,more than once,never,never,unknown,winter
47,blue-collar,divorced,secondary,no,-332,no,yes,cellular,5,feb,more than once,never,never,unknown,winter
22,blue-collar,single,secondary,no,0,yes,no,unknown,23,may,more than once,never,never,unknown,spring
66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,once,6 months,less than 5,success,winter
31,blue-collar,married,secondary,no,150,yes,no,telephone,14,may,more than once,never,never,unknown,spring
41,blue-collar,married,primary,no,191,yes,no,unknown,8,may,once,never,never,unknown,spring
50,management,single,tertiary,no,297,yes,no,unknown,5,may,once,never,never,unknown,spring
30,entrepreneur,single,tertiary,no,999,no,no,cellular,22,may,more than once,never,never,unknown,spring
36,blue-collar,single,primary,no,736,yes,no,cellular,16,apr,more than once,plus 6 months,less than 5,failure,spring
47,entrepreneur,married,tertiary,no,362,yes,no,unknown,27,may,more than once,never,never,unknown,spring
52,technician,divorced,secondary,no,137,yes,no,unknown,30,may,more than once,never,never,unknown,spring
35,blue-collar,married,primary,no,767,yes,no,unknown,16,may,more than once,never,never,unknown,spring
39,management,married,tertiary,no,-342,yes,no,unknown,27,may,more than once,never,never,unknown,spring
53,management,married,secondary,yes,-689,yes,no,unknown,13,may,once,never,never,unknown,spring
25,management,single,tertiary,no,702,no,no,cellular,14,apr,more than once,never,never,unknown,spring
31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,once,plus 6 months,less than 5,failure,winter
40,admin.,married,secondary,no,2,no,no,unknown,28,may,more than once,never,never,unknown,spring
53,blue-collar,married,secondary,no,1103,yes,yes,cellular,4,feb,more than once,plus 6 months,less than 5,failure,winter
31,blue-collar,married,unknown,no,92,yes,no,unknown,23,may,more than once,never,never,unknown,spring
31,admin.,divorced,secondary,no,2980,no,no,cellular,20,apr,more than once,plus 6 months,less than 5,other,spring
54,blue-collar,divorced,secondary,no,0,yes,yes,unknown,29,may,more than once,never,never,unknown,spring
32,management,single,tertiary,no,796,no,yes,cellular,30,apr,once,6 months,less than 5,failure,spring
56,management,married,primary,no,870,no,no,cellular,14,may,once,6 months,less than 5,success,spring
36,blue-collar,married,primary,no,-79,no,no,unknown,7,may,more than once,never,never,unknown,spring
36,blue-collar,single,secondary,no,1598,yes,no,cellular,5,feb,once,never,never,unknown,winter
43,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,more than once,never,never,unknown,spring
31,student,single,tertiary,no,25,yes,no,cellular,8,may,more than once,plus 12 months,less than 5,failure,spring
36,self-employed,single,tertiary,no,4634,no,no,cellular,29,jan,once,never,never,unknown,winter
30,management,married,tertiary,no,370,no,no,cellular,29,jan,once,plus 6 months,less than 5,other,winter
34,self-employed,single,secondary,no,55,yes,no,cellular,18,may,once,never,never,unknown,spring
37,admin.,married,secondary,no,18,yes,yes,unknown,28,may,more than once,never,never,unknown,spring
29,technician,single,tertiary,no,452,yes,no,cellular,11,may,once,never,never,unknown,spring
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,once,6 months,less than 5,success,spring
35,management,single,tertiary,no,687,yes,no,unknown,30,may,more than once,never,never,unknown,spring
34,admin.,married,secondary,no,869,no,no,unknown,6,may,once,never,never,unknown,spring
36,admin.,married,secondary,no,-106,yes,no,unknown,6,may,more than once,never,never,unknown,spring
44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,once,never,never,unknown,spring
48,blue-collar,married,secondary,no,750,no,no,cellular,5,feb,more than once,6 months,less than 5,other,winter
34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,more than once,never,never,unknown,spring
42,blue-collar,married,secondary,no,363,no,no,cellular,8,apr,more than once,never,never,unknown,spring
36,technician,divorced,secondary,no,566,yes,no,unknown,20,may,more than once,never,never,unknown,spring
33,blue-collar,married,primary,no,463,yes,no,unknown,23,may,once,never,never,unknown,spring
48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,once,never,never,unknown,spring
33,management,married,tertiary,no,594,yes,yes,cellular,9,feb,more than once,never,never,unknown,winter
37,housemaid,married,primary,no,94,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,more than once,never,never,unknown,spring
42,blue-collar,married,secondary,no,3,yes,no,unknown,14,may,once,never,never,unknown,spring
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,once,plus 6 months,less than 5,failure,spring
34,blue-collar,married,secondary,no,261,yes,no,unknown,28,may,more than once,never,never,unknown,spring
38,management,single,tertiary,no,455,yes,no,cellular,19,feb,more than once,plus 12 months,more than 5,success,winter
59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,once,never,never,unknown,spring
44,entrepreneur,married,tertiary,no,5156,yes,no,cellular,4,feb,once,never,never,unknown,winter
34,admin.,married,secondary,no,2984,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,more than once,plus 6 months,less than 5,success,winter
36,management,married,tertiary,no,495,no,no,cellular,12,mar,more than once,plus 6 months,more than 5,success,spring
50,blue-collar,married,secondary,no,2719,yes,no,cellular,14,may,more than once,never,never,unknown,spring
32,admin.,single,unknown,no,2692,yes,no,cellular,18,may,more than once,never,never,unknown,spring
38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,once,never,never,unknown,spring
41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,more than once,never,never,unknown,spring
30,management,married,tertiary,no,1251,no,no,cellular,5,feb,more than once,never,never,unknown,winter
33,services,married,secondary,no,90,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
51,management,married,tertiary,no,1212,yes,no,unknown,13,may,once,never,never,unknown,spring
40,housemaid,married,secondary,no,4136,yes,no,cellular,11,may,more than once,6 months,less than 5,failure,spring
30,technician,divorced,tertiary,no,33,yes,no,cellular,8,may,more than once,never,never,unknown,spring
49,self-employed,married,primary,no,489,yes,no,unknown,27,may,more than once,never,never,unknown,spring
58,retired,married,secondary,no,987,yes,no,unknown,30,may,once,never,never,unknown,spring
38,management,divorced,tertiary,no,547,yes,no,unknown,14,may,more than once,never,never,unknown,spring
32,admin.,divorced,secondary,no,4,yes,no,cellular,30,apr,once,never,never,unknown,spring
55,management,married,tertiary,no,154,no,no,telephone,11,may,more than once,plus 12 months,less than 5,failure,spring
31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,once,plus 6 months,less than 5,failure,spring
42,admin.,married,secondary,no,281,yes,no,unknown,15,may,once,never,never,unknown,spring
48,management,divorced,unknown,no,549,yes,no,unknown,6,may,once,never,never,unknown,spring
47,blue-collar,married,primary,no,-301,yes,no,cellular,5,may,once,never,never,unknown,spring
35,services,single,primary,no,739,yes,no,cellular,4,feb,once,never,never,unknown,winter
32,self-employed,single,tertiary,no,12269,no,no,unknown,16,may,once,never,never,unknown,spring
42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,more than once,plus 12 months,less than 5,failure,spring
32,entrepreneur,single,primary,yes,-849,yes,yes,cellular,4,feb,once,never,never,unknown,winter
32,technician,married,secondary,no,106,no,no,cellular,9,feb,more than once,6 months,more than 5,other,winter
34,blue-collar,married,secondary,no,5304,yes,no,unknown,21,may,more than once,never,never,unknown,spring
28,admin.,single,secondary,no,350,yes,yes,unknown,19,may,more than once,never,never,unknown,spring
34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,once,never,never,unknown,spring
34,blue-collar,married,secondary,no,463,yes,no,cellular,18,may,more than once,plus 6 months,less than 5,failure,spring
32,technician,single,tertiary,no,539,yes,yes,unknown,23,may,more than once,never,never,unknown,spring
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,more than once,never,never,unknown,winter
26,technician,divorced,secondary,no,21,yes,no,unknown,27,may,once,never,never,unknown,spring
40,admin.,married,unknown,no,9110,yes,no,cellular,12,may,more than once,6 months,less than 5,failure,spring
55,services,married,secondary,no,-626,yes,yes,cellular,5,may,more than once,plus 6 months,less than 5,failure,spring
29,admin.,single,secondary,no,914,yes,no,cellular,29,jan,once,never,never,unknown,winter
33,services,married,secondary,no,162,yes,no,cellular,13,may,once,plus 6 months,less than 5,failure,spring
38,technician,married,tertiary,no,1997,yes,no,cellular,6,apr,more than once,never,never,unknown,spring
28,admin.,single,secondary,no,154,yes,no,cellular,15,may,once,plus 6 months,less than 5,other,spring
23,student,single,secondary,no,318,yes,no,unknown,9,may,more than once,never,never,unknown,spring
38,self-employed,divorced,secondary,no,0,yes,no,cellular,20,apr,once,never,never,unknown,spring
